lineNumber,pageHint,codeCandidate,ocrLiteral,reviewStatus
2583,,821,a821 42 Depósitos a prazo,REVISAR_OCR
2587,,383,383 Provisões p/participantes e participadas “6 .,REVISAR_OCR
2589,,3831,3831 Participantes 48 Conta transitória,REVISAR_OCR
2590,,3832,3832 Participadas 49 Provisões para aplicações de tesouraria,REVISAR_OCR
2591,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1025,REVISAR_COLUNAS
2591,,1025,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1025,REVISAR_COLUNAS
2593,,411,411 Acções 44 | Moeda nacional,REVISAR_OCR
2594,,41351,41351 Empresas do grupo 4411 Banco .,REVISAR_COLUNAS
2594,,4411,41351 Empresas do grupo 4411 Banco .,REVISAR_COLUNAS
2596,,4112,4112 Associadas 4412 Banco .,REVISAR_COLUNAS
2596,,4412,4112 Associadas 4412 Banco .,REVISAR_COLUNAS
2597,,4113,4113 Outras empresas - .,REVISAR_OCR
2598,,412,412 Obrigações,REVISAR_OCR
2599,,442,P 442 Moeda estrangeira,REVISAR_OCR
2600,,4121,4121 Empresas do grupo,REVISAR_OCR
2601,,4421,st22 Associadas 4421 Banco .,REVISAR_OCR
2602,,4123,4123 Outras empresas s422 Banco .,REVISAR_COLUNAS
2602,,422,4123 Outras empresas s422 Banco .,REVISAR_COLUNAS
2603,,413,413 Títulos da dívida pública a - .,REVISAR_OCR
2604,,4132,4132 45 CAIXA,REVISAR_OCR
2605,,451,451 Fundo fixo,REVISAR_OCR
2608,,8512,42 DEPÓSITOS A PRAZO 8512 Cama,REVISAR_OCR
2609,,421,421 Moeda nacional,REVISAR_OCR
2610,,452,452 Valores para depositar,REVISAR_OCR
2611,,4211,4211 Banco,REVISAR_OCR
2612,,4212,4212 Banco 4521,REVISAR_COLUNAS
2612,,4521,4212 Banco 4521,REVISAR_COLUNAS
2613,,422,422 Moeda estrangeira,REVISAR_OCR
2614,,453,453 Valores destinados a pagamentos específicos,REVISAR_OCR
2615,,4221,4221 Banco,REVISAR_OCR
2616,,4222,4222 Banco 4531 Salários,REVISAR_COLUNAS
2616,,4531,4222 Banco 4531 Salários,REVISAR_COLUNAS
2618,,461,461 - -,REVISAR_OCR
2620,,4311,4311 Banca - 47 .,REVISAR_OCR
2621,,4312,4312 Banco sm .,REVISAR_OCR
2622,,432,432 Mocda estrangeira,REVISAR_OCR
2624,,432,432 Banco -,REVISAR_OCR
2625,,4322,4322 Banço - 481 Banco .,REVISAR_COLUNAS
2625,,481,4322 Banço - 481 Banco .,REVISAR_COLUNAS
2626,,482,. RR 482 Banco,REVISAR_OCR
2627,,1026,1026 DIÁRIO DA REPÚBLICA,REVISAR_OCR
2632,,5611,5611 Decreto-Lei nº,REVISAR_OCR
2633,,4911,4911 Acções 5612 Decreto-Lei nº,REVISAR_COLUNAS
2633,,5612,4911 Acções 5612 Decreto-Lei nº,REVISAR_COLUNAS
2634,,4912,4912 Obngações,REVISAR_OCR
2635,,4913,4913 Títulos da dívida pública,REVISAR_OCR
2636,,562,562 Autónomas,REVISAR_OCR
2637,,492,492 Outras aplicações de tesouraria 5621 Avaltação,REVISAR_COLUNAS
2637,,5621,492 Outras aplicações de tesouraria 5621 Avaltação,REVISAR_COLUNAS
2638,,5621,5621 Reabzação,REVISAR_OCR
2639,,4921,4921,REVISAR_OCR
2657,,521,521 Valor nominal associadas,REVISAR_OCR
2659,,211,s211 69 Proveitos e ganhos extraordinários,REVISAR_OCR
2661,,522,522 Descontos,REVISAR_OCR
2663,,221,s221 -,REVISAR_OCR
2664,,611,. . 611 1 Mercado nacional,REVISAR_OCR
2666,,523,523 Prémios,REVISAR_OCR
2667,,612,"612 Sub-produtos, desperdícios, residuos € refugos",REVISAR_OCR
2668,,231,"s231 "" 61 Z 1 Mercado nacional",REVISAR_OCR
2671,,613,. . 613 1 Mercado nacional,REVISAR_OCR
2675,,614,55 RESERVAS LEGAIS 614 1 Mercado nacional,REVISAR_OCR
2677,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1027,REVISAR_COLUNAS
2677,,1027,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1027,REVISAR_COLUNAS
2679,,6151,6151 6381 .,REVISAR_COLUNAS
2679,,6381,6151 6381 .,REVISAR_COLUNAS
2680,,639,. 639 Transferência para resultados operacionais,REVISAR_OCR
2683,,617,617 1 Mercado nactonal DUTOS ACABADOS E DE PRODUÇÃO EM,REVISAR_OCR
2688,,619,619 Transferência para resultados operacionais 64 2 Produtos acabados,REVISAR_OCR
2693,,6431,62 1 2 Mercado estrangeiro 6431 .,REVISAR_OCR
2695,,622,622 1 Mercado nacronal,REVISAR_OCR
2696,,649,62 2 2 Mercado estrangeiro 649 Transferência para resultados operacionais,REVISAR_OCR
2699,,628,628 Descontos e abatimentos 6511 Corpóreo,REVISAR_COLUNAS
2699,,6511,628 Descontos e abatimentos 6511 Corpóreo,REVISAR_COLUNAS
2702,,6514,62 8 2 Mercado estrangeiro 6514 Em curso,REVISAR_OCR
2703,,652,652 Para encargos a repartir por exercícios,REVISAR_OCR
2704,,629,629 Transferência para resultados operacionais Foturos,REVISAR_OCR
2705,,6521,63 Outros proveitos operacionais 6521,REVISAR_OCR
2707,,6311,6311 Aluguer de equipamento ',REVISAR_OCR
2708,,659,659 fe,REVISAR_OCR
2715,,66111,63 4 Subsídios a investimento 66111 Obmgações,REVISAR_OCR
2716,,6611,- 6611 3Títulos de parucipação,REVISAR_OCR
2717,,1028,1028 DIÁRIO DA REPÚBLICA,REVISAR_OCR
2718,,66114,66114 Empréstimos 667 Reposição de provisões,REVISAR_COLUNAS
2718,,667,66114 Empréstimos 667 Reposição de provisões,REVISAR_COLUNAS
2719,,667,667 1 Invesumentos financeiros,REVISAR_OCR
2720,,66119,66119 Outros,REVISAR_OCR
2721,,66713,66713 Subsidiárias,REVISAR_OCR
2722,,667,66 | 2 De mora relativos a dívidas de terceiros 667 | 2 Associadas,REVISAR_OCR
2723,,65713,' 65713 Outras empresas,REVISAR_OCR
2724,,121,66 121 Dívidas recebidas à prestações 657 E 4 Fundos,REVISAR_COLUNAS
2724,,657,66 121 Dívidas recebidas à prestações 657 E 4 Fundos,REVISAR_COLUNAS
2725,,122,66 122 De empréstimos a terceiros,REVISAR_OCR
2726,,657,657 19 Outros investimentos,REVISAR_OCR
2727,,6672,66 1 5 De aplicações de tesouraria 6672 Aplicações de tesouraria,REVISAR_OCR
2728,,66721,66.1 4 Desconto de títulos 66721 Títulos negociáveis,REVISAR_OCR
2729,,66722,66722 Depósitos a prazo,REVISAR_OCR
2730,,723,66 723 Outros depósitos,REVISAR_OCR
2731,,66729,66 2 Diferenças de câmbio favoráveis 66729 Outros mvestmentos,REVISAR_OCR
2732,,662,662 1 Realizadas,REVISAR_OCR
2736,,6631,6631 67 1 Rendimento de participações de capital,REVISAR_OCR
2737,,671,671 | Subsidiánas,REVISAR_OCR
2741,,679,679 Transferência para resultados em filiais e,REVISAR_OCR
2745,,665,"665 1 Acções, quotas em outras empresas",REVISAR_OCR
2751,,68112,68112 Produtos e trabalhos em curso,REVISAR_OCR
2752,,666,666 1 Investimentos financeiros 68 113 Produtos acabados e intermé-,REVISAR_COLUNAS
2752,,113,666 1 Investimentos financeiros 68 113 Produtos acabados e intermé-,REVISAR_COLUNAS
2754,,666,"666 11 Subsidiárias 68 1 1 4 Sub-produtos, desperdícios,",REVISAR_OCR
2755,,6661,6661 2 Associadas resíduos e refugos,REVISAR_OCR
2756,,666,666] 3 Outras empresas 68 115 Mercadonas,REVISAR_COLUNAS
2756,,115,666] 3 Outras empresas 68 115 Mercadonas,REVISAR_COLUNAS
2757,,66614,66614 Imóveis,REVISAR_OCR
2759,,666,666 19 Outros investimentos 68 12 t Clentes,REVISAR_OCR
2761,,123,66 6 2 Títulos negociáveis 68 123 Clentes — cobrança duvidosa,REVISAR_OCR
2762,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1029,REVISAR_COLUNAS
2762,,1029,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1029,REVISAR_COLUNAS
2763,,681,681 24 Saldos devedores de fomece- 68.11 Outros ganhos e perdas não operacionais,REVISAR_OCR
2765,,125,68 125 Participantes e participadas 68111 Donauvos,REVISAR_COLUNAS
2765,,68111,68 125 Participantes e participadas 68111 Donauvos,REVISAR_COLUNAS
2768,,129,68 129 Outros saldos a receber ema,REVISAR_OCR
2771,,68131,68131 Pensões NÁRIOS,REVISAR_OCR
2773,,133,68 133 Acidentes de trabalho 691 Ganhos resultantes de catástrofes naturais,REVISAR_COLUNAS
2773,,691,68 133 Acidentes de trabalho 691 Ganhos resultantes de catástrofes naturais,REVISAR_COLUNAS
2774,,134,68 134 Garantias dadas a chentes,REVISAR_OCR
2775,,6911,6911 ...,REVISAR_OCR
2776,,139,68 139 Outros riscos e encargos em . ..,REVISAR_OCR
2777,,692,. . 692 Ganhos resultantes de convulsões políticas,REVISAR_OCR
2778,,921,“ - nári 921 ....,REVISAR_OCR
2779,,682,682 Anulação de amortizações extraordinárias,REVISAR_OCR
2780,,682,682 1 Imobizações corpóreas =,REVISAR_OCR
2781,,6822,6822 h sn 69 3 Ganhos resultantes de expropriações,REVISAR_OCR
2782,,6931,6931 - .,REVISAR_OCR
2784,,683,683 | Venda de mobilizações corpórcas 69 4 Ganhos resultantes de sinistros,REVISAR_OCR
2786,,6941,6941 .,REVISAR_OCR
2788,,6841,6841 Sobras $9:5 Subsídios,REVISAR_OCR
2789,,6951,. . 6951. + -,REVISAR_OCR
2791,,6851,6851 69 6 Anulação de passivos não exigíveis,REVISAR_OCR
2792,,6961,6961,REVISAR_OCR
2794,,6861,6861,REVISAR_OCR
2795,,699,699 Transferência para resultados extraordiná-,REVISAR_OCR
2797,,687,687 - -,REVISAR_OCR
2806,,1030,1030 DIÁRIO DA REPÚBLICA,REVISAR_OCR
2807,,724,77. Custos é perdas financeiros em filiais e 724 Prémios para pensões,REVISAR_OCR
2812,,725,71.1 Matérias-primas 725 1 Órgãos socms,REVISAR_OCR
2813,,7252,7252 Pessoal,REVISAR_OCR
2815,,725,o 725 Seguros de acidentes de trabalho e doenças,REVISAR_OCR
2817,,721,721 PR 726.1 Órgãos socius,REVISAR_COLUNAS
2817,,726,721 PR 726.1 Órgãos socius,REVISAR_COLUNAS
2819,,713,713 Materiais diversos,REVISAR_OCR
2821,,4271,MBL 4271 Órgãos sociais,REVISAR_OCR
2825,,728,- es 728 1 Órgãos soctas,REVISAR_OCR
2826,,728,728 2 Pessoal,REVISAR_OCR
2827,,715,715 Outros materiais o,REVISAR_OCR
2831,,7312,7312 Edifícios e outras construções,REVISAR_OCR
2832,,7313,72 CUSTOS COM O PESSOAL 7313 Equipamento básico,REVISAR_OCR
2833,,7314,7314 Equpamento de carga e transporte,REVISAR_OCR
2834,,7315,72 | Remunerações — Órgãos sociais 7315 Equipamento admumistrativo,REVISAR_OCR
2835,,7316,7316 Taras e vasilhame,REVISAR_OCR
2840,,7322,“ro 7322 Despesas de investigação e desenvolvi-,REVISAR_OCR
2842,,7323,7323 Propriedade mdustrial e outros direitos e,REVISAR_OCR
2845,,7231,7231 Órgãos socims NR .,REVISAR_OCR
2846,,723,723.2 Pessoal 7329 Outras imobilizações meocpóreas,REVISAR_COLUNAS
2846,,7329,723.2 Pessoal 7329 Outras imobilizações meocpóreas,REVISAR_COLUNAS
2847,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1031,REVISAR_COLUNAS
2847,,1031,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1031,REVISAR_COLUNAS
2848,,739,739 Transferência para resultados operacionais 753 Impostos,REVISAR_COLUNAS
2848,,753,739 Transferência para resultados operacionais 753 Impostos,REVISAR_COLUNAS
2849,,7531,75. OUTROS CUSTOS E PERDAS OPERA- 7531 Indirectos,REVISAR_OCR
2853,,753,BM ss 753.1.9 Ontros impostos,REVISAR_OCR
2856,,753,4 753 2.1 Imposto de capitais,REVISAR_OCR
2857,,75211,75211 Água 75.322 Contribuição predial,REVISAR_COLUNAS
2857,,322,75211 Água 75.322 Contribuição predial,REVISAR_COLUNAS
2858,,212,75 212 Blecincidade preda,REVISAR_OCR
2859,,752,752 13 Combustíveis e outros fluídos tor Sa Catbtao ontando dem rm,REVISAR_OCR
2860,,752,752 14 Conscrvação e reparação 75.3.2.9 Outros impostos,REVISAR_OCR
2861,,752,"752 15 Material de protecção, segurança c nuevo a nao cant aaa om ae",REVISAR_OCR
2865,,752,752 17 Material de escritório 755 Quotizações,REVISAR_COLUNAS
2865,,755,752 17 Material de escritório 755 Quotizações,REVISAR_COLUNAS
2867,,752,752 19 Outros fornecimentos 75 6 Ofertas e amostras de existências,REVISAR_OCR
2868,,758,152191. Votem 758 Outros custas e perdas operacionass,REVISAR_OCR
2869,,75220,75220 Comunicação . mo. O um -,REVISAR_OCR
2870,,75221,75221 Rendas e alugueres,REVISAR_OCR
2871,,75222,75222 Seguros 75.9 Transferência para resultados operacionais,REVISAR_OCR
2872,,75223,75223 Deslocações e estadas,REVISAR_OCR
2873,,75224,75224 Despesas de representação 76.CUSTOS E PERDAS FINANCEIROS,REVISAR_OCR
2874,,75226,75226 Conservação e reparação GERAIS,REVISAR_OCR
2875,,75227,75227 Vigilância e segurança,REVISAR_OCR
2876,,75228,"75228 Limpeza, hugiene é contorto 761 Juros",REVISAR_COLUNAS
2876,,761,"75228 Limpeza, hugiene é contorto 761 Juros",REVISAR_COLUNAS
2877,,75229,75229 Publicidade c propaganda,REVISAR_OCR
2878,,75230,75230 Contencioso c notanado 76 1 1 De empréstimos,REVISAR_OCR
2879,,75231,75231 Comissões a intermediários,REVISAR_OCR
2880,,75232,75232 Assistência técnica 7611 t Bancános,REVISAR_COLUNAS
2880,,7611,75232 Assistência técnica 7611 t Bancános,REVISAR_COLUNAS
2881,,761,761.12 Obrigações,REVISAR_OCR
2882,,261,782321 Estrangera 261 1 3 Títulos de participação,REVISAR_OCR
2884,,75233,75233 Trabalhos tado 1$42De Sancéros,REVISAR_OCR
2886,,7613,7613 di,REVISAR_OCR
2887,,75234,75234 Honorános e avenças EAD oa ua todas à terceiros,REVISAR_OCR
2888,,75235,75235 Royalties,REVISAR_OCR
2891,,762,762.1 Realizadas,REVISAR_OCR
2892,,762,758239] - 762 2 Não realizadas,REVISAR_OCR
2893,,1032,1032 DIÁRIO DA REPÚBLICA,REVISAR_OCR
2894,,763,763 Descontos de pronto pagamento concedidos 77 CUSTOS E PERDAS FINANCEIROS EM,REVISAR_OCR
2896,,731,731. . « - ..,REVISAR_OCR
2897,,779,76.4 Amortizações de investimentos em imóveis 779 Transferência para resultados financeiros,REVISAR_OCR
2901,,765,765 Provisões para aplicações financeiras,REVISAR_OCR
2902,,781,781 1 Existências,REVISAR_OCR
2903,,765,765 1 Investimentos financeiros,REVISAR_OCR
2904,,78111,78111 Matérias-pr: bsidyámi:,REVISAR_OCR
2906,,781,"76.5 1 2Assocundas 781 12 Produtos e trabalhos em curso,",REVISAR_OCR
2907,,78113,76.5 1 3 Outras empresas 78113 Produtos acabados e intermé-,REVISAR_OCR
2911,,765,765 1 9 Outros investimentos,REVISAR_OCR
2913,,765,765 2 Aplicações de tesourana 78115 Mercadonas,REVISAR_COLUNAS
2913,,78115,765 2 Aplicações de tesourana 78115 Mercadonas,REVISAR_COLUNAS
2914,,765,765.21 Títulos negociáveis,REVISAR_OCR
2915,,76522,76522 Depósitos a prazo 78 1.2 Cobranças Duvidosas,REVISAR_OCR
2916,,76523,76523 Outros depóntos,REVISAR_OCR
2917,,78121,. . 78121 Clientes,REVISAR_OCR
2918,,76529,76529 Outros 78122 Clientes - títulos a receber,REVISAR_COLUNAS
2918,,78122,76529 Outros 78122 Clientes - títulos a receber,REVISAR_COLUNAS
2919,,78123,78123 Chentes — cobrança duvidosa,REVISAR_OCR
2920,,124,76 6 Perdas na alienação de aplicações finan- 78.124 Saldos devedores de formece-,REVISAR_OCR
2922,,78125,78125 Participantes e parucipadas,REVISAR_OCR
2923,,7661,7661 Investimentos financeiros 78 1.26 Dívidas do pessoal,REVISAR_OCR
2924,,766,766.1 1 Subsidiáras : . .,REVISAR_OCR
2925,,766,766 | 2 Associadas 78129 Outros saldos a receber,REVISAR_COLUNAS
2925,,78129,766 | 2 Associadas 78129 Outros saldos a receber,REVISAR_COLUNAS
2926,,766,766 13 Outras empresas 78 1.3 Raspos é encargos,REVISAR_OCR
2927,,766,766 1 2 Fundos,REVISAR_OCR
2928,,78131,eo mr em .. 78131 Pensões,REVISAR_OCR
2929,,766,766 19 Outros investimentos 78132 Processos judiciais em curso,REVISAR_COLUNAS
2929,,78132,766 19 Outros investimentos 78132 Processos judiciais em curso,REVISAR_COLUNAS
2930,,78133,78133 Acidentes de trabalho,REVISAR_OCR
2931,,78134,76 62 Aplicações de títulos negociáveis 78134 Garanhas dades a clientes,REVISAR_OCR
2932,,767,767 Serviços bancários 78139 Outros nscos e encargos,REVISAR_COLUNAS
2932,,78139,767 Serviços bancários 78139 Outros nscos e encargos,REVISAR_COLUNAS
2933,,771,771 e.,REVISAR_OCR
2936,,769,769 Transferência para resultados financeiros 78 22 Imobilizações Incorpóreas,REVISAR_OCR
2937,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1033,REVISAR_COLUNAS
2937,,1033,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1033,REVISAR_COLUNAS
2939,,7831,7831 Venda de mobilizações corpóreas 7931,REVISAR_COLUNAS
2939,,7931,7831 Venda de mobilizações corpóreas 7931,REVISAR_COLUNAS
2941,,7833,7833 Abates,REVISAR_OCR
2943,,7839,7839 Outras 941.,REVISAR_COLUNAS
2943,,941,7839 Outras 941.,REVISAR_COLUNAS
2946,,799,B Qu 799 Transferência para resultados extraordi-,REVISAR_OCR
2951,,7861,7861! Fiscas 82 Resultados operacionais,REVISAR_OCR
2952,,7862,7862 Não fiscais 83 Resultados financeiros,REVISAR_OCR
2953,,7863,7863 Penalidades contratuais 34 Resultados em fihass e associadas,REVISAR_OCR
2960,,789,789 Alterações de políticas contabilísticas,REVISAR_OCR
2962,,101,78 101 Estimativa impostos BitAno.,REVISAR_OCR
2963,,8111,8111 Resultado do ano,REVISAR_OCR
2965,,8113,"8113 Correcções de erros fundamentais, no",REVISAR_OCR
2967,,8114,78 H 2 Reembolso de subsídios à exploração 8114 Efeito das alterações de políticas contah-,REVISAR_OCR
2968,,113,78 113 Reembolso de subsídios a investmen- lísticas,REVISAR_OCR
2969,,8115,tos 8115 Imposto relativo a correcções de erros,REVISAR_OCR
2976,,791,791 Perdas resultantes de catástrofes naturais 8122 Aphcação de resultados,REVISAR_COLUNAS
2976,,8122,791 Perdas resultantes de catástrofes naturais 8122 Aphcação de resultados,REVISAR_COLUNAS
2977,,8123,"8123 Correcções de erros fundamentais, no",REVISAR_OCR
2978,,911,911 . exercício seguinte,REVISAR_OCR
2979,,8124,. 8124 Efeito das alterações de políticas conta-,REVISAR_OCR
2981,,8125,79 2 Perdas resultantes de convulsões políticas 8125 Imposto relauvo a correcções de erros,REVISAR_OCR
2983,,7921,7921 - contabilísticas,REVISAR_OCR
2984,,1034,1034 DIÁRIO DA REPÚBLICA,REVISAR_OCR
2992,,887,82.6 Custo das mercadorias vendidas e das 887 Imposto sabre os resultados extraordinários,REVISAR_OCR
2993,,889,matérias consumidas 889 Transferência para resultados transitados,REVISAR_OCR
2996,,829,829 Outros custos operacionas 89 DIVIDENDOS ANTECIPADOS,REVISAR_OCR
2997,,899,899 Transferência para resultados transitados,REVISAR_OCR
3002,,831,831 Proveitos e ganhos financeiros gerais,REVISAR_OCR
3005,,839,"839 Transferência para resultados líquidos SEUS utentes. Contudo, presume-se que os utentes tenham",REVISAR_OCR
3023,,869,869 Transferência para resultados líquidos,REVISAR_OCR
3029,,879,879 Transferência para resultados líquidos Demonstrações financeiras,REVISAR_OCR
3030,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1035,REVISAR_COLUNAS
3030,,1035,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1035,REVISAR_COLUNAS
3099,,1036,1036 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3150,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1037,REVISAR_COLUNAS
3150,,1037,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1037,REVISAR_COLUNAS
3203,,1038,1038 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3261,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1039,REVISAR_COLUNAS
3261,,1039,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1039,REVISAR_COLUNAS
3308,,1040,1040 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3382,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1041,REVISAR_COLUNAS
3382,,1041,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1041,REVISAR_COLUNAS
3429,,1042,1042 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3486,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1043,REVISAR_COLUNAS
3486,,1043,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1043,REVISAR_COLUNAS
3534,,1044,1044 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3589,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1045,REVISAR_COLUNAS
3589,,1045,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1045,REVISAR_COLUNAS
3605,,3191,7 — Terceiros: ta 3191),REVISAR_OCR
3614,,3192,"anda não vencidos, quer estejam em carteisa, que tenham fconta 3192)",REVISAR_OCR
3629,,3193,"Por contrapartida da conta Clhentes — títulos a receber, (conta 3193)",REVISAR_OCR
3639,,1046,1046 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3690,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1047,REVISAR_COLUNAS
3690,,1047,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1047,REVISAR_COLUNAS
3693,,35221,"monetários aquando do respectivo pagamento so Estado 40535211,35221,35231,35241)",REVISAR_COLUNAS
3693,,35231,"monetários aquando do respectivo pagamento so Estado 40535211,35221,35231,35241)",REVISAR_COLUNAS
3693,,35241,"monetários aquando do respectivo pagamento so Estado 40535211,35221,35231,35241)",REVISAR_COLUNAS
3716,,111,"fcontas 35 111,35 121 35134, 35141) lucros",REVISAR_COLUNAS
3716,,121,"fcontas 35 111,35 121 35134, 35141) lucros",REVISAR_COLUNAS
3716,,35134,"fcontas 35 111,35 121 35134, 35141) lucros",REVISAR_COLUNAS
3716,,35141,"fcontas 35 111,35 121 35134, 35141) lucros",REVISAR_COLUNAS
3720,,352,"ções de capital efectuadas por tercesros Estas contas serão 352/3,35223,35233,35243)",REVISAR_COLUNAS
3720,,35223,"ções de capital efectuadas por tercesros Estas contas serão 352/3,35223,35233,35243)",REVISAR_COLUNAS
3720,,35233,"ções de capital efectuadas por tercesros Estas contas serão 352/3,35223,35233,35243)",REVISAR_COLUNAS
3720,,35243,"ções de capital efectuadas por tercesros Estas contas serão 352/3,35223,35233,35243)",REVISAR_COLUNAS
3727,,35122,"lucras (contas 35 1 12,35122,35132,35142) sócios/acctonistas das participadas",REVISAR_COLUNAS
3727,,35132,"lucras (contas 35 1 12,35122,35132,35142) sócios/acctonistas das participadas",REVISAR_COLUNAS
3727,,35142,"lucras (contas 35 1 12,35122,35132,35142) sócios/acctonistas das participadas",REVISAR_COLUNAS
3739,,35113,"35113,35123,35133,35143,",REVISAR_COLUNAS
3739,,35123,"35113,35123,35133,35143,",REVISAR_COLUNAS
3739,,35133,"35113,35123,35133,35143,",REVISAR_COLUNAS
3739,,35143,"35113,35123,35133,35143,",REVISAR_COLUNAS
3762,,1048,1048 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3763,,362,"Pessoal — Participação nos resultados (conta 362) Na exercício seguinte, esta conta deverá ser saldada por",REVISAR_OCR
3813,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1049,REVISAR_COLUNAS
3813,,1049,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1049,REVISAR_COLUNAS
3874,,1050,1050 DIÁRIO DA REPÚBLICA,REVISAR_OCR
3931,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1051,REVISAR_COLUNAS
3931,,1051,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1051,REVISAR_COLUNAS
3984,,1052,1052 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4000,,562,próprias adquindas pela empresa e respectivo custo de (conta 562 1),REVISAR_OCR
4017,,5622,ser regulanzada por contrapartida de reservas quando se (conta 5622),REVISAR_OCR
4035,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1053,REVISAR_COLUNAS
4035,,1053,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1053,REVISAR_COLUNAS
4037,,562,"lação — autónomas — avaliação (conta 562 1) mento para o preço de venda corrente, a dinheiro,",REVISAR_OCR
4046,,101,101 Defineções rédito é medido da seguinte forma,REVISAR_OCR
4070,,102,"102 Situações parnculares substância única, estas devem ser analisadas em conjunto",REVISAR_OCR
4084,,1054,1054 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4117,,412,412 Situações parnculares Venda a retalho quando for oferecido um reembolso se o,REVISAR_OCR
4136,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1055,REVISAR_COLUNAS
4136,,1055,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1055,REVISAR_COLUNAS
4188,,1056,1056 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4191,,121,121 Conteúdo das rubricas súrias adaptações as disposições relanvas a contratos plur-,REVISAR_OCR
4217,,622,622) de clientes reflectem os serviços executados,REVISAR_OCR
4233,,122,122 Definições e situações paruculares Quando o desfecho da transacção não puder ser fiavel-,REVISAR_OCR
4239,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1057,REVISAR_COLUNAS
4239,,1057,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1057,REVISAR_COLUNAS
4273,,131,O rédita das comissões de publicidade deve ser 131 Conteúdo das rubricas,REVISAR_OCR
4287,,1058,1058 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4317,,662,produção em curso (conta 64) favoráveis — realizadas (conta 662 1),REVISAR_OCR
4359,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1059,REVISAR_COLUNAS
4359,,1059,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1059,REVISAR_COLUNAS
4425,,695,ção de provisões (conta 68 1) (conta 695),REVISAR_OCR
4431,,1060,1060 DIÁRIO DA REPÚBLICA,REVISAR_OCR
4470,,141,mento a detentores de investimentos em capital próprio 141 Conteúdo das rubricas,REVISAR_OCR
4481,,2001,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1061,REVISAR_COLUNAS
4481,,1061,ISÉRIE — N.º 52 — DE 16 DE NOVEMBRO DE 2001 1061,REVISAR_COLUNAS
4489,,75216,tuadas m 75216),REVISAR_OCR
4526,,1062,1062 DIÁRIO DA REPÚBLICA,REVISAR_OCR
