"Account Number","Account Name","Type","Detail Type"
"3742","374 Encargos a repartir por períodos futuros: Descontos de emissão de títulos de participação","Ativos circulantes","Despesas pagas antecipadamente"
"375","Encargos a pagar","Passivos circulantes","Obrigações acumuladas"
"3751","375 Encargos a pagar: Remunerações","Passivos circulantes","Passivos da folha de pagamento"
"3752","375 Encargos a pagar: Juros","Passivos circulantes","Obrigações acumuladas"
"376","Proveitos a repartir por períodos futuros","Passivos circulantes","Outros passivos circulantes"
"3761","376 Proveitos a repartir por períodos futuros: Prémios de emissão de obrigações","Passivos circulantes","Outros passivos circulantes"
"3762","376 Proveitos a repartir por períodos futuros: Prémios de emissão de títulos de participação","Passivos circulantes","Outros passivos circulantes"
"3763","376 Proveitos a repartir por períodos futuros: Subsídios para investimento","Passivos circulantes","Outros passivos circulantes"
"3764","376 Proveitos a repartir por períodos futuros: Diferenças de câmbio favoráveis reversíveis","Passivos circulantes","Outros passivos circulantes"
"377","37 Outros valores a receber e a pagar: Contas transitórias","Ativos circulantes","Outros ativos circulantes"
"3771","377 Contas transitórias: Transacções entre a sede e as dependências da empresa","Ativos circulantes","Outros ativos circulantes"
"379","37 Outros valores a receber e a pagar: Outros valores a receber e a pagar","Ativos circulantes","Outros ativos circulantes"
"38","3 Terceiros: Provisões para cobranças duvidosas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"381","38 Provisões para cobranças duvidosas: Provisões para clientes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3811","381 Provisões para clientes: Clientes – correntes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38111","3811 Clientes – correntes: Grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38112","3811 Clientes – correntes: Não grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3812","381 Provisões para clientes: Cliente – títulos a receber","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38121","3812 Cliente – títulos a receber: Grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38122","3812 Cliente – títulos a receber: Não grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3813","381 Provisões para clientes: Clientes – cobrança duvidosa","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38131","3813 Clientes – cobrança duvidosa: Grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"38132","3813 Clientes – cobrança duvidosa: Não grupo","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"382","38 Provisões para cobranças duvidosas: Provisões para saldos devedores de fornecedores","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"383","38 Provisões para cobranças duvidosas: Provisões p/participantes e participadas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3831","383 Provisões p/participantes e participadas: Participantes","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3832","383 Provisões p/participantes e participadas: Participadas","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"384","38 Provisões para cobranças duvidosas: Provisões p/dívidas do pessoal","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"389","38 Provisões para cobranças duvidosas: Provisões para outros saldos a receber","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"3891","389 Provisões para outros saldos a receber: Vendas imobilizado","Ativos circulantes","Provisão para créditos de liquidação duvidosa"
"39","Provisões para outros riscos e encargos","Passivos circulantes","Obrigações acumuladas"
"391","39 Provisões para outros riscos e encargos: Provisões para pensões","Passivos circulantes","Obrigações acumuladas"
"392","39 Provisões para outros riscos e encargos: Provisões para processos judiciais em curso","Passivos circulantes","Obrigações acumuladas"
"393","39 Provisões para outros riscos e encargos: Provisões para acidentes de trabalho","Passivos circulantes","Obrigações acumuladas"
"394","39 Provisões para outros riscos e encargos: Provisões para garantias dadas a clientes","Passivos circulantes","Obrigações acumuladas"
"399","39 Provisões para outros riscos e encargos: Provisões para outros riscos e encargos","Passivos circulantes","Obrigações acumuladas"
"4","Meios monetários","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"41","4 Meios monetários: Títulos negociáveis","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"411","41 Títulos negociáveis: Acções","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4111","411 Acções: Empresas do grupo","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4112","411 Acções: Associadas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4113","411 Acções: Outras empresas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"412","41 Títulos negociáveis: Obrigações","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4121","412 Obrigações: Empresas do grupo","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4122","412 Obrigações: Associadas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4123","412 Obrigações: Outras empresas","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"413","41 Títulos negociáveis: Títulos da dívida pública","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"42","4 Meios monetários: Depósitos a prazo","Caixa e equivalentes-caixa","Banco"
"421","42 Depósitos a prazo: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"4211","421 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4212","421 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"422","42 Depósitos a prazo: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"4221","422 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4222","422 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"43","4 Meios monetários: Depósitos à ordem","Caixa e equivalentes-caixa","Banco"
"431","43 Depósitos à ordem: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"4311","431 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4312","431 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"432","43 Depósitos à ordem: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"4321","432 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4322","432 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"44","4 Meios monetários: Outros depósitos","Caixa e equivalentes-caixa","Banco"
"441","44 Outros depósitos: Moeda nacional","Caixa e equivalentes-caixa","Banco"
"4411","441 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"4412","441 Moeda nacional: Banco ___","Caixa e equivalentes-caixa","Banco"
"442","44 Outros depósitos: Moeda estrangeira","Caixa e equivalentes-caixa","Banco"
"4421","442 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"4422","442 Moeda estrangeira: Banco ___","Caixa e equivalentes-caixa","Banco"
"45","4 Meios monetários: Caixa","Caixa e equivalentes-caixa","Dinheiro em caixa"
"451","45 Caixa: Fundo fixo","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4511","451 Fundo fixo: Caixa ___","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4512","451 Fundo fixo: Caixa ___","Caixa e equivalentes-caixa","Dinheiro em caixa"
"452","45 Caixa: Valores para depositar","Caixa e equivalentes-caixa","Fundos não depositados"
"453","45 Caixa: Valores destinados a pagamentos específicos","Caixa e equivalentes-caixa","Dinheiro em caixa"
"4531","453 Valores destinados a pagamentos específicos: Salários","Caixa e equivalentes-caixa","Dinheiro em caixa"
"48","4 Meios monetários: Conta transitória","Caixa e equivalentes-caixa","Banco"
"481","48 Conta transitória: Banco ___","Caixa e equivalentes-caixa","Banco"
"482","48 Conta transitória: Banco ___","Caixa e equivalentes-caixa","Banco"
"49","4 Meios monetários: Provisões para aplicações de tesouraria","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"491","49 Provisões para aplicações de tesouraria: Títulos negociáveis","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4911","491 Títulos negociáveis: Acções","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4912","491 Títulos negociáveis: Obrigações","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"4913","491 Títulos negociáveis: Títulos da dívida pública","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"492","49 Provisões para aplicações de tesouraria: Outras aplicações de tesouraria","Caixa e equivalentes-caixa","Caixa e equivalentes-caixa"
"5","Capital e reservas","Capital do proprietário","Capital social"
"51","5 Capital e reservas: Capital","Capital do proprietário","Capital social"
"52","5 Capital e reservas: Acções/quotas próprias","Capital do proprietário","Ações em tesouraria"
"521","52 Acções/quotas próprias: Valor nominal","Capital do proprietário","Ações em tesouraria"
"522","52 Acções/quotas próprias: Descontos","Capital do proprietário","Ações em tesouraria"
"523","52 Acções/quotas próprias: Prémios","Capital do proprietário","Ações em tesouraria"
"53","5 Capital e reservas: Prémios de emissão","Capital do proprietário","Capital integralizado ou excedente"
"54","5 Capital e reservas: Prestações suplementares","Capital do proprietário","Contribuições de sócios"
"55","5 Capital e reservas: Reservas legais","Capital do proprietário","Lucros acumulados"
"56","5 Capital e reservas: Reservas de reavaliação","Capital do proprietário","Outros rendimentos abrangentes"
"561","56 Reservas de reavaliação: Legais","Capital do proprietário","Outros rendimentos abrangentes"
"5611","561 Legais: Decreto-Lei n.º ___","Capital do proprietário","Outros rendimentos abrangentes"
"5612","561 Legais: Decreto-Lei n.º ___","Capital do proprietário","Outros rendimentos abrangentes"
"562","56 Reservas de reavaliação: Autónomas","Capital do proprietário","Outros rendimentos abrangentes"
"5621","562 Autónomas: Avaliação","Capital do proprietário","Outros rendimentos abrangentes"
"5622","562 Autónomas: Realização","Capital do proprietário","Outros rendimentos abrangentes"
"57","5 Capital e reservas: Reservas com fins especiais","Capital do proprietário","Lucros acumulados"
"58","5 Capital e reservas: Reservas livres","Capital do proprietário","Lucros acumulados"
"6","Proveitos e ganhos por natureza","Receita","Receita - Geral"
"61","6 Proveitos e ganhos por natureza: Vendas","Receita","Receita de venda de produtos"
"611","61 Vendas: Produtos acabados e intermédios","Receita","Receita de venda de produtos"
"6111","611 Produtos acabados e intermédios: Mercado nacional","Receita","Vendas - varejo"
"6112","611 Produtos acabados e intermédios: Mercado estrangeiro","Receita","Vendas - atacado"
"612","61 Vendas: Sub-produtos, desperdícios, resíduos e refugos","Receita","Receita de venda de produtos"
"6121","612 Sub-produtos, desperdícios, resíduos e refugos: Mercado nacional","Receita","Receita de venda de produtos"
"6122","612 Sub-produtos, desperdícios, resíduos e refugos: Mercado estrangeiro","Receita","Receita de venda de produtos"
"613","61 Vendas: Mercadorias","Receita","Receita de venda de produtos"
"6131","613 Mercadorias: Mercado nacional","Receita","Vendas - varejo"
"6132","613 Mercadorias: Mercado estrangeiro","Receita","Vendas - atacado"
"614","61 Vendas: Embalagens de consumo","Receita","Receita de venda de produtos"
"6141","614 Embalagens de consumo: Mercado nacional","Receita","Receita de venda de produtos"
"6142","614 Embalagens de consumo: Mercado estrangeiro","Receita","Receita de venda de produtos"
"615","61 Vendas: Subsídios a preços","Receita","Outros rendimentos primários"
"617","61 Vendas: Devoluções","Receita","Descontos/reembolsos concedidos"
"6171","617 Devoluções: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6172","617 Devoluções: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"618","61 Vendas: Descontos e abatimentos","Receita","Descontos/reembolsos concedidos"
"6181","618 Descontos e abatimentos: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6182","618 Descontos e abatimentos: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"619","61 Vendas: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"62","6 Proveitos e ganhos por natureza: Prestações de serviço","Receita","Lucro de serviços/comissão"
"621","62 Prestações de serviço: Serviços principais","Receita","Lucro de serviços/comissão"
"6211","621 Serviços principais: Mercado nacional","Receita","Lucro de serviços/comissão"
"6212","621 Serviços principais: Mercado estrangeiro","Receita","Lucro de serviços/comissão"
"622","62 Prestações de serviço: Serviços secundários","Receita","Lucro de serviços/comissão"
"6221","622 Serviços secundários: Mercado nacional","Receita","Lucro de serviços/comissão"
"6222","622 Serviços secundários: Mercado estrangeiro","Receita","Lucro de serviços/comissão"
"628","62 Prestações de serviço: Descontos e abatimentos","Receita","Descontos/reembolsos concedidos"
"6281","628 Descontos e abatimentos: Mercado nacional","Receita","Descontos/reembolsos concedidos"
"6282","628 Descontos e abatimentos: Mercado estrangeiro","Receita","Descontos/reembolsos concedidos"
"629","62 Prestações de serviço: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"63","6 Proveitos e ganhos por natureza: Outros proveitos operacionais","Receita","Outros rendimentos primários"
"631","63 Outros proveitos operacionais: Serviços suplementares","Receita","Outros rendimentos primários"
"6311","631 Serviços suplementares: Aluguer de equipamento","Receita","Outros rendimentos primários"
"6312","631 Serviços suplementares: Cedência de pessoal","Receita","Outros rendimentos primários"
"6313","631 Serviços suplementares: Cedência de energia","Receita","Outros rendimentos primários"
"6314","631 Serviços suplementares: Estudos, projectos e assistência técnica","Receita","Outros rendimentos primários"
"632","63 Outros proveitos operacionais: Royalties","Receita","Outros rendimentos primários"
"633","63 Outros proveitos operacionais: Subsídios à exploração","Receita","Outros rendimentos primários"
"634","63 Outros proveitos operacionais: Subsídios a investimento","Receita","Outros rendimentos primários"
"635","63 Outros proveitos operacionais: IVA","Receita","Outros rendimentos primários"
"638","63 Outros proveitos operacionais: Outros proveitos e ganhos operacionais","Receita","Outros rendimentos primários"
"639","63 Outros proveitos operacionais: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"64","6 Proveitos e ganhos por natureza: Variação nos inventários de produtos acabados e de produção em curso","Receita","Outros rendimentos primários"
"641","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos e trabalhos em curso","Receita","Outros rendimentos primários"
"642","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos acabados","Receita","Outros rendimentos primários"
"643","64 Variação nos inventários de produtos acabados e de produção em curso: Produtos intermédios","Receita","Outros rendimentos primários"
"649","64 Variação nos inventários de produtos acabados e de produção em curso: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"65","6 Proveitos e ganhos por natureza: Trabalhos para a própria empresa","Receita","Outros rendimentos primários"
"651","65 Trabalhos para a própria empresa: Para imobilizado","Receita","Outros rendimentos primários"
"6511","651 Para imobilizado: Corpóreo","Receita","Outros rendimentos primários"
"6512","651 Para imobilizado: Incorpóreo","Receita","Outros rendimentos primários"
"6513","651 Para imobilizado: Financeiro","Receita","Outros rendimentos primários"
"6514","651 Para imobilizado: Em curso","Receita","Outros rendimentos primários"
"652","65 Trabalhos para a própria empresa: Para encargos a repartir por exercícios futuros","Receita","Outros rendimentos primários"
"659","65 Trabalhos para a própria empresa: Transferência para resultados operacionais","Receita","Outros rendimentos primários"
"66","Proveitos e ganhos financeiros gerais","Outros lucros","Outra receita de investimento"
"661","66 Proveitos e ganhos financeiros gerais: Juros","Outros lucros","Receita de juros"
"6611","661 Juros: De investimentos financeiros","Outros lucros","Receita de juros"
"66111","6611 De investimentos financeiros: Obrigações","Outros lucros","Receita de juros"
"66113","6611 De investimentos financeiros: Títulos de participação","Outros lucros","Receita de juros"
"66114","6611 De investimentos financeiros: Empréstimos","Outros lucros","Receita de juros"
"66119","6611 De investimentos financeiros: Outros","Outros lucros","Receita de juros"
"6612","661 Juros: De mora relativos a dívidas de terceiros","Outros lucros","Receita de juros"
"66121","6612 De mora relativos a dívidas de terceiros: Dívidas recebidas a prestações","Outros lucros","Receita de juros"
"66122","6612 De mora relativos a dívidas de terceiros: De empréstimos a terceiros","Outros lucros","Receita de juros"
"6614","661 Juros: Desconto de títulos","Outros lucros","Outra receita de investimento"
"6615","661 Juros: De aplicações de tesouraria","Outros lucros","Outra receita de investimento"
"662","66 Proveitos e ganhos financeiros gerais: Diferenças de câmbio favoráveis","Outros lucros","Outros lucros operacionais"
"6621","662 Diferenças de câmbio favoráveis: Realizadas","Outros lucros","Outros lucros operacionais"
"6622","662 Diferenças de câmbio favoráveis: Não realizadas","Outros lucros","Outros lucros operacionais"
"663","66 Proveitos e ganhos financeiros gerais: Descontos de pronto pagamento obtidos","Outros lucros","Outros lucros operacionais"
"664","66 Proveitos e ganhos financeiros gerais: Rendimentos de investimentos em imóveis","Outros lucros","Outra receita de investimento"
"665","66 Proveitos e ganhos financeiros gerais: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"6651","665 Rendimento de participações de capital: Acções, quotas em outras empresas","Outros lucros","Receita de dividendos"
"6652","665 Rendimento de participações de capital: Acções, quotas incluídas nos fundos","Outros lucros","Receita de dividendos"
"6653","665 Rendimento de participações de capital: Acções, quotas incluídas nos títulos negociáveis","Outros lucros","Receita de dividendos"
"666","66 Proveitos e ganhos financeiros gerais: Ganhos na alienação de aplicações financeiras","Outros lucros","Outra receita de investimento"
"6661","666 Ganhos na alienação de aplicações financeiras: Investimentos financeiros","Outros lucros","Outra receita de investimento"
"66611","6661 Investimentos financeiros: Subsidiárias","Outros lucros","Outra receita de investimento"
"66612","6661 Investimentos financeiros: Associadas","Outros lucros","Outra receita de investimento"
"66613","6661 Investimentos financeiros: Outras empresas","Outros lucros","Outra receita de investimento"
"66614","6661 Investimentos financeiros: Imóveis","Outros lucros","Outra receita de investimento"
"66615","6661 Investimentos financeiros: Fundos","Outros lucros","Outra receita de investimento"
"66619","6661 Investimentos financeiros: Outros investimentos","Outros lucros","Outra receita de investimento"
"6662","666 Ganhos na alienação de aplicações financeiras: Títulos negociáveis","Outros lucros","Outra receita de investimento"
"667","66 Proveitos e ganhos financeiros gerais: Reposição de provisões","Outros lucros","Outros lucros operacionais"
"6671","667 Reposição de provisões: Investimentos financeiros","Outros lucros","Outros lucros operacionais"
"66711","6671 Investimentos financeiros: Subsidiárias","Outros lucros","Outros lucros operacionais"
"66712","6671 Investimentos financeiros: Associadas","Outros lucros","Outros lucros operacionais"
"66713","6671 Investimentos financeiros: Outras empresas","Outros lucros","Outros lucros operacionais"
"66714","6671 Investimentos financeiros: Fundos","Outros lucros","Outros lucros operacionais"
"66719","6671 Investimentos financeiros: Outros investimentos","Outros lucros","Outros lucros operacionais"
"6672","667 Reposição de provisões: Aplicações de tesouraria","Outros lucros","Outros lucros operacionais"
"66721","6672 Aplicações de tesouraria: Títulos negociáveis","Outros lucros","Outros lucros operacionais"
"66722","6672 Aplicações de tesouraria: Depósitos a prazo","Outros lucros","Outros lucros operacionais"
"66723","6672 Aplicações de tesouraria: Outros depósitos","Outros lucros","Outros lucros operacionais"
"66729","6672 Aplicações de tesouraria: Outros investimentos","Outros lucros","Outros lucros operacionais"
"669","66 Proveitos e ganhos financeiros gerais: Transferência para resultados financeiros","Outros lucros","Outros lucros operacionais"
"67","Proveitos e ganhos financeiros em filiais e associadas","Outros lucros","Outra receita de investimento"
"671","67 Proveitos e ganhos financeiros em filiais e associadas: Rendimento de participações de capital","Outros lucros","Receita de dividendos"
"6711","671 Rendimento de participações de capital: Subsidiárias","Outros lucros","Receita de dividendos"
"6712","671 Rendimento de participações de capital: Associadas","Outros lucros","Receita de dividendos"
"679","67 Proveitos e ganhos financeiros em filiais e associadas: Transferência para resultados em filiais e associadas","Outros lucros","Outra receita de investimento"
"68","Outros proveitos e ganhos não operacionais","Outros lucros","Outras receitas diversas"
"681","68 Outros proveitos e ganhos não operacionais: Reposição de provisões","Outros lucros","Outras receitas diversas"
"6811","681 Reposição de provisões: Existências","Outros lucros","Outras receitas diversas"
"68111","6811 Existências: Matérias-primas subsidiárias e de consumo","Outros lucros","Outras receitas diversas"
"68112","6811 Existências: Produtos e trabalhos em curso","Outros lucros","Outras receitas diversas"
"68113","6811 Existências: Produtos acabados e intermédios","Outros lucros","Outras receitas diversas"
"68114","6811 Existências: Sub-produtos, desperdícios, resíduos e refugos","Outros lucros","Outras receitas diversas"
"68115","6811 Existências: Mercadorias","Outros lucros","Outras receitas diversas"
"6812","681 Reposição de provisões: Cobranças duvidosas","Outros lucros","Outras receitas diversas"
"68121","6812 Cobranças duvidosas: Clientes","Outros lucros","Outras receitas diversas"
"68122","6812 Cobranças duvidosas: Clientes – títulos a receber","Outros lucros","Outras receitas diversas"
"68123","6812 Cobranças duvidosas: Clientes – cobrança duvidosa","Outros lucros","Outras receitas diversas"
"68124","6812 Cobranças duvidosas: Saldos devedores de fornecedores","Outros lucros","Outras receitas diversas"
"68125","6812 Cobranças duvidosas: Participantes e participadas","Outros lucros","Outras receitas diversas"
"68126","6812 Cobranças duvidosas: Dívidas do Pessoal","Outros lucros","Outras receitas diversas"
"68129","6812 Cobranças duvidosas: Outros saldos a receber","Outros lucros","Outras receitas diversas"
"6813","681 Reposição de provisões: Riscos e encargos","Outros lucros","Outras receitas diversas"
"68131","6813 Riscos e encargos: Pensões","Outros lucros","Outras receitas diversas"
"68132","6813 Riscos e encargos: Processos judiciais em curso","Outros lucros","Outras receitas diversas"
"68133","6813 Riscos e encargos: Acidentes de trabalho","Outros lucros","Outras receitas diversas"
"68134","6813 Riscos e encargos: Garantias dadas a clientes","Outros lucros","Outras receitas diversas"
"68139","6813 Riscos e encargos: Outros riscos e encargos","Outros lucros","Outras receitas diversas"
"682","68 Outros proveitos e ganhos não operacionais: Anulação de amortizações extraordinárias","Outros lucros","Outras receitas diversas"
"6821","682 Anulação de amortizações extraordinárias: Imobilizações corpóreas","Outros lucros","Outras receitas diversas"
"6822","682 Anulação de amortizações extraordinárias: Imobilizações incorpóreas","Outros lucros","Outras receitas diversas"
"683","68 Outros proveitos e ganhos não operacionais: Ganhos em imobilizações","Outros lucros","Perdas na alienação de ativos"
"6831","683 Ganhos em imobilizações: Venda de imobilizações corpóreas","Outros lucros","Perdas na alienação de ativos"
"6832","683 Ganhos em imobilizações: Venda de imobilizações incorpóreas","Outros lucros","Perdas na alienação de ativos"
"684","68 Outros proveitos e ganhos não operacionais: Ganhos em existências","Outros lucros","Outras receitas diversas"
"6841","684 Ganhos em existências: Sobras","Outros lucros","Outras receitas diversas"
"685","68 Outros proveitos e ganhos não operacionais: Recuperação de dívidas","Outros lucros","Outras receitas diversas"
"686","68 Outros proveitos e ganhos não operacionais: Benefícios de penalidades contratuais","Outros lucros","Outras receitas diversas"
"688","68 Outros proveitos e ganhos não operacionais: Descontinuidade de operações","Outros lucros","Outras receitas diversas"
"689","68 Outros proveitos e ganhos não operacionais: Alterações de políticas contabilísticas","Outros lucros","Outras receitas diversas"
"6810","68 Outros proveitos e ganhos não operacionais: Correcções relativas a exercícios anteriores","Outros lucros","Outras receitas diversas"
"68101","6810 Correcções relativas a exercícios anteriores: Estimativa impostos","Outros lucros","Outras receitas diversas"
"68102","6810 Correcções relativas a exercícios anteriores: Restituição de impostos","Outros lucros","Outras receitas diversas"
"6811","68 Outros proveitos e ganhos não operacionais: Outros ganhos e perdas não operacionais","Outros lucros","Outras receitas diversas"
"68111","6811 Outros ganhos e perdas não operacionais: Donativos","Outros lucros","Outras receitas diversas"
"6819","68 Outros proveitos e ganhos não operacionais: Transferência para resultados não operacionais","Outros lucros","Outras receitas diversas"
"69","Proveitos e ganhos extraordinários","Outros lucros","Outras receitas diversas"
"691","69 Proveitos e ganhos extraordinários: Ganhos resultantes de catástrofes naturais","Outros lucros","Outras receitas diversas"
"692","69 Proveitos e ganhos extraordinários: Ganhos resultantes de convulsões políticas","Outros lucros","Outras receitas diversas"
"693","69 Proveitos e ganhos extraordinários: Ganhos resultantes de expropriações","Outros lucros","Outras receitas diversas"
"694","69 Proveitos e ganhos extraordinários: Ganhos resultantes de sinistros","Outros lucros","Outras receitas diversas"
"695","69 Proveitos e ganhos extraordinários: Subsídios","Outros lucros","Outras receitas diversas"
"696","69 Proveitos e ganhos extraordinários: Anulação de passivos não exigíveis","Outros lucros","Outras receitas diversas"
"699","69 Proveitos e ganhos extraordinários: Transferência para resultados extraordinários","Outros lucros","Outras receitas diversas"
"7","Custos e perdas por natureza","Despesas","Outras despesas"
"71","Custo das existências vendidas","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"711","71 Custo das existências vendidas: Matérias-primas","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"712","71 Custo das existências vendidas: Matérias subsidiárias","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"713","71 Custo das existências vendidas: Materiais diversos","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"714","71 Custo das existências vendidas: Embalagens de consumo","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"715","71 Custo das existências vendidas: Outros materiais","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"719","71 Custo das existências vendidas: Transferência para resultados operacionais","Custo de mercadorias vendidas","Suprimentos e materiais - CMV"
"72","7 Custos e perdas por natureza: Custos com o pessoal","Despesas","Despesas com folha de pagamento"
"721","72 Custos com o pessoal: Remunerações – Órgãos sociais","Despesas","Despesas com folha de pagamento"
"722","72 Custos com o pessoal: Remunerações – Pessoal","Despesas","Despesas com folha de pagamento"
"723","72 Custos com o pessoal: Pensões","Despesas","Despesas com folha de pagamento"
"7231","723 Pensões: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7232","723 Pensões: Pessoal","Despesas","Despesas com folha de pagamento"
"724","72 Custos com o pessoal: Prémios para pensões","Despesas","Despesas com folha de pagamento"
"7241","724 Prémios para pensões: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7242","724 Prémios para pensões: Pessoal","Despesas","Despesas com folha de pagamento"
"725","72 Custos com o pessoal: Encargos sobre remunerações","Despesas","Despesas com folha de pagamento"
"7251","725 Encargos sobre remunerações: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7252","725 Encargos sobre remunerações: Pessoal","Despesas","Despesas com folha de pagamento"
"726","72 Custos com o pessoal: Seguros de acidentes de trabalho e doenças profissionais","Despesas","Seguro"
"7261","726 Seguros de acidentes de trabalho e doenças profissionais: Órgãos sociais","Despesas","Seguro"
"7262","726 Seguros de acidentes de trabalho e doenças profissionais: Pessoal","Despesas","Seguro"
"727","72 Custos com o pessoal: Formação","Despesas","Despesas com folha de pagamento"
"7271","727 Formação: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7272","727 Formação: Pessoal","Despesas","Despesas com folha de pagamento"
"728","72 Custos com o pessoal: Outras despesas com o pessoal","Despesas","Despesas com folha de pagamento"
"7281","728 Outras despesas com o pessoal: Órgãos sociais","Despesas","Despesas com folha de pagamento"
"7282","728 Outras despesas com o pessoal: Pessoal","Despesas","Despesas com folha de pagamento"
"729","72 Custos com o pessoal: Transferência para resultados operacionais","Despesas","Despesas com folha de pagamento"
"73","7 Custos e perdas por natureza: Amortizações do exercício","Despesas","Despesas de amortização"
"731","Imobilizações corpóreas","Outras despesas","Depreciação"
"7312","731 Imobilizações corpóreas: Edifícios e outras construções","Outras despesas","Depreciação"
"7313","731 Imobilizações corpóreas: Equipamento básico","Outras despesas","Depreciação"
"7314","731 Imobilizações corpóreas: Equipamento de carga e transporte","Outras despesas","Depreciação"
"7315","731 Imobilizações corpóreas: Equipamento administrativo","Outras despesas","Depreciação"
"7316","731 Imobilizações corpóreas: Taras e vasilhame","Outras despesas","Depreciação"
"7319","731 Imobilizações corpóreas: Outras imobilizações corpóreas","Outras despesas","Depreciação"
"732","Imobilizações incorpóreas","Outras despesas","Amortização"
"7321","732 Imobilizações incorpóreas: Trespasses","Outras despesas","Amortização"
"7322","732 Imobilizações incorpóreas: Despesas de investigação e desenvolvimento","Outras despesas","Amortização"
"7323","732 Imobilizações incorpóreas: Propriedade industrial e outros direitos e contratos","Outras despesas","Amortização"
"7324","732 Imobilizações incorpóreas: Despesas de constituição","Outras despesas","Amortização"
"7329","732 Imobilizações incorpóreas: Outras imobilizações incorpóreas","Outras despesas","Amortização"
